LON,LAT,GAP
-73.6,3.8,342.06
-73.6,3.805,341.92
-73.6,3.81,341.77
-73.6,3.815,341.63
-73.6,3.82,341.50
-73.6,3.825,341.36
-73.6,3.83,341.23
-73.6,3.835,341.10
-73.6,3.84,340.97
-73.6,3.845,340.85
-73.6,3.85,340.73
-73.6,3.855,340.61
-73.6,3.86,340.50
-73.6,3.865,340.40
-73.6,3.87,340.30
-73.6,3.875,340.22
-73.6,3.88,340.13
-73.6,3.885,340.06
-73.6,3.89,340.00
-73.6,3.895,339.95
-73.6,3.9,339.91
-73.6,3.905,339.89
-73.6,3.91,339.88
-73.6,3.915,339.88
-73.6,3.92,339.91
-73.6,3.925,339.95
-73.6,3.93,340.01
-73.6,3.935,340.09
-73.6,3.94,340.19
-73.6,3.945,340.32
-73.6,3.95,340.48
-73.6,3.955,340.66
-73.6,3.96,340.87
-73.6,3.965,341.11
-73.6,3.97,341.39
-73.6,3.975,341.70
-73.6,3.98,342.05
-73.6,3.985,342.44
-73.6,3.99,342.86
-73.6,3.995,343.33
-73.6,4.0,343.74
-73.6,4.005,343.66
-73.6,4.01,343.60
-73.6,4.015,343.55
-73.6,4.02,343.51
-73.6,4.025,343.49
-73.6,4.03,343.47
-73.6,4.035,343.47
-73.6,4.04,343.49
-73.6,4.045,343.52
-73.6,4.05,343.56
-73.6,4.055,343.62
-73.6,4.06,343.70
-73.6,4.065,343.79
-73.6,4.07,343.90
-73.6,4.075,344.02
-73.6,4.08,344.16
-73.6,4.085,344.31
-73.6,4.09,344.48
-73.6,4.095,344.60
-73.6,4.1,343.82
-73.6,4.105,343.07
-73.6,4.11,342.36
-73.6,4.115,341.69
-73.6,4.12,341.05
-73.6,4.125,340.47
-73.6,4.13,339.93
-73.6,4.135,339.43
-73.6,4.14,338.98
-73.6,4.145,338.58
-73.6,4.15,338.22
-73.6,4.155,337.91
-73.6,4.16,337.65
-73.6,4.165,337.42
-73.6,4.17,337.24
-73.6,4.175,337.09
-73.6,4.18,336.98
-73.6,4.185,336.91
-73.6,4.19,336.86
-73.6,4.195,336.85
-73.6,4.2,336.87
-73.6,4.205,336.91
-73.6,4.21,336.98
-73.6,4.215,337.06
-73.6,4.22,337.17
-73.6,4.225,337.30
-73.6,4.23,337.44
-73.6,4.235,337.60
-73.6,4.24,337.77
-73.6,4.245,337.95
-73.6,4.25,338.14
-73.6,4.255,338.34
-73.6,4.26,338.54
-73.6,4.265,338.76
-73.6,4.27,338.97
-73.6,4.275,339.20
-73.6,4.28,339.42
-73.6,4.285,339.65
-73.6,4.29,339.88
-73.6,4.295,340.12
-73.595,3.8,341.79
-73.595,3.805,341.64
-73.595,3.81,341.49
-73.595,3.815,341.34
-73.595,3.82,341.19
-73.595,3.825,341.04
-73.595,3.83,340.90
-73.595,3.835,340.76
-73.595,3.84,340.62
-73.595,3.845,340.48
-73.595,3.85,340.35
-73.595,3.855,340.22
-73.595,3.86,340.10
-73.595,3.865,339.99
-73.595,3.87,339.88
-73.595,3.875,339.77
-73.595,3.88,339.68
-73.595,3.885,339.59
-73.595,3.89,339.52
-73.595,3.895,339.45
-73.595,3.9,339.40
-73.595,3.905,339.36
-73.595,3.91,339.33
-73.595,3.915,339.32
-73.595,3.92,339.33
-73.595,3.925,339.35
-73.595,3.93,339.40
-73.595,3.935,339.46
-73.595,3.94,339.55
-73.595,3.945,339.67
-73.595,3.95,339.81
-73.595,3.955,339.98
-73.595,3.96,340.19
-73.595,3.965,340.42
-73.595,3.97,340.69
-73.595,3.975,341.00
-73.595,3.98,341.34
-73.595,3.985,341.73
-73.595,3.99,342.16
-73.595,3.995,342.63
-73.595,4.0,343.14
-73.595,4.005,343.33
-73.595,4.01,343.26
-73.595,4.015,343.21
-73.595,4.02,343.16
-73.595,4.025,343.13
-73.595,4.03,343.11
-73.595,4.035,343.11
-73.595,4.04,343.12
-73.595,4.045,343.15
-73.595,4.05,343.19
-73.595,4.055,343.25
-73.595,4.06,343.33
-73.595,4.065,343.42
-73.595,4.07,343.53
-73.595,4.075,343.65
-73.595,4.08,343.80
-73.595,4.085,343.95
-73.595,4.09,344.13
-73.595,4.095,344.12
-73.595,4.1,343.29
-73.595,4.105,342.50
-73.595,4.11,341.75
-73.595,4.115,341.04
-73.595,4.12,340.38
-73.595,4.125,339.76
-73.595,4.13,339.20
-73.595,4.135,338.69
-73.595,4.14,338.22
-73.595,4.145,337.81
-73.595,4.15,337.45
-73.595,4.155,337.14
-73.595,4.16,336.87
-73.595,4.165,336.66
-73.595,4.17,336.48
-73.595,4.175,336.34
-73.595,4.18,336.25
-73.595,4.185,336.19
-73.595,4.19,336.16
-73.595,4.195,336.17
-73.595,4.2,336.20
-73.595,4.205,336.27
-73.595,4.21,336.35
-73.595,4.215,336.46
-73.595,4.22,336.59
-73.595,4.225,336.74
-73.595,4.23,336.90
-73.595,4.235,337.08
-73.595,4.24,337.27
-73.595,4.245,337.47
-73.595,4.25,337.68
-73.595,4.255,337.90
-73.595,4.26,338.12
-73.595,4.265,338.35
-73.595,4.27,338.59
-73.595,4.275,338.83
-73.595,4.28,339.07
-73.595,4.285,339.32
-73.595,4.29,339.56
-73.595,4.295,339.81
-73.59,3.8,341.52
-73.59,3.805,341.36
-73.59,3.81,341.20
-73.59,3.815,341.04
-73.59,3.82,340.88
-73.59,3.825,340.72
-73.59,3.83,340.57
-73.59,3.835,340.41
-73.59,3.84,340.26
-73.59,3.845,340.12
-73.59,3.85,339.97
-73.59,3.855,339.83
-73.59,3.86,339.69
-73.59,3.865,339.56
-73.59,3.87,339.44
-73.59,3.875,339.32
-73.59,3.88,339.21
-73.59,3.885,339.11
-73.59,3.89,339.02
-73.59,3.895,338.94
-73.59,3.9,338.87
-73.59,3.905,338.81
-73.59,3.91,338.77
-73.59,3.915,338.74
-73.59,3.92,338.73
-73.59,3.925,338.74
-73.59,3.93,338.77
-73.59,3.935,338.82
-73.59,3.94,338.89
-73.59,3.945,338.99
-73.59,3.95,339.12
-73.59,3.955,339.28
-73.59,3.96,339.47
-73.59,3.965,339.69
-73.59,3.97,339.96
-73.59,3.975,340.26
-73.59,3.98,340.60
-73.59,3.985,340.98
-73.59,3.99,341.41
-73.59,3.995,341.88
-73.59,4.0,342.41
-73.59,4.005,342.98
-73.59,4.01,342.92
-73.59,4.015,342.85
-73.59,4.02,342.80
-73.59,4.025,342.76
-73.59,4.03,342.74
-73.59,4.035,342.73
-73.59,4.04,342.74
-73.59,4.045,342.76
-73.59,4.05,342.80
-73.59,4.055,342.86
-73.59,4.06,342.94
-73.59,4.065,343.03
-73.59,4.07,343.14
-73.59,4.075,343.27
-73.59,4.08,343.42
-73.59,4.085,343.59
-73.59,4.09,343.77
-73.59,4.095,343.61
-73.59,4.1,342.73
-73.59,4.105,341.89
-73.59,4.11,341.09
-73.59,4.115,340.34
-73.59,4.12,339.65
-73.59,4.125,339.01
-73.59,4.13,338.42
-73.59,4.135,337.89
-73.59,4.14,337.42
-73.59,4.145,337.00
-73.59,4.15,336.63
-73.59,4.155,336.32
-73.59,4.16,336.06
-73.59,4.165,335.85
-73.59,4.17,335.68
-73.59,4.175,335.56
-73.59,4.18,335.48
-73.59,4.185,335.44
-73.59,4.19,335.43
-73.59,4.195,335.46
-73.59,4.2,335.51
-73.59,4.205,335.60
-73.59,4.21,335.70
-73.59,4.215,335.84
-73.59,4.22,335.99
-73.59,4.225,336.16
-73.59,4.23,336.34
-73.59,4.235,336.54
-73.59,4.24,336.76
-73.59,4.245,336.98
-73.59,4.25,337.21
-73.59,4.255,337.45
-73.59,4.26,337.69
-73.59,4.265,337.95
-73.59,4.27,338.20
-73.59,4.275,338.46
-73.59,4.28,338.72
-73.59,4.285,338.98
-73.59,4.29,339.24
-73.59,4.295,339.51
-73.585,3.8,341.25
-73.585,3.805,341.08
-73.585,3.81,340.91
-73.585,3.815,340.74
-73.585,3.82,340.57
-73.585,3.825,340.40
-73.585,3.83,340.24
-73.585,3.835,340.07
-73.585,3.84,339.91
-73.585,3.845,339.74
-73.585,3.85,339.59
-73.585,3.855,339.43
-73.585,3.86,339.28
-73.585,3.865,339.14
-73.585,3.87,339.00
