LON,LAT,GAP
-73.6,3.8,349.74
-73.6,3.805,349.60
-73.6,3.81,349.45
-73.6,3.815,349.31
-73.6,3.82,349.16
-73.6,3.825,349.01
-73.6,3.83,348.86
-73.6,3.835,348.70
-73.6,3.84,348.55
-73.6,3.845,348.39
-73.6,3.85,348.23
-73.6,3.855,348.07
-73.6,3.86,347.91
-73.6,3.865,347.74
-73.6,3.87,347.58
-73.6,3.875,347.41
-73.6,3.88,347.24
-73.6,3.885,347.07
-73.6,3.89,346.90
-73.6,3.895,346.74
-73.6,3.9,346.57
-73.6,3.905,346.40
-73.6,3.91,346.23
-73.6,3.915,346.06
-73.6,3.92,345.89
-73.6,3.925,345.73
-73.6,3.93,345.56
-73.6,3.935,345.40
-73.6,3.94,345.24
-73.6,3.945,345.08
-73.6,3.95,344.93
-73.6,3.955,344.78
-73.6,3.96,344.64
-73.6,3.965,344.50
-73.6,3.97,344.37
-73.6,3.975,344.25
-73.6,3.98,344.13
-73.6,3.985,344.02
-73.6,3.99,343.91
-73.6,3.995,343.82
-73.6,4.0,343.74
-73.6,4.005,343.66
-73.6,4.01,343.60
-73.6,4.015,343.55
-73.6,4.02,343.51
-73.6,4.025,343.49
-73.6,4.03,343.47
-73.6,4.035,343.47
-73.6,4.04,343.49
-73.6,4.045,343.52
-73.6,4.05,343.56
-73.6,4.055,343.62
-73.6,4.06,343.70
-73.6,4.065,343.79
-73.6,4.07,343.90
-73.6,4.075,344.02
-73.6,4.08,344.16
-73.6,4.085,344.31
-73.6,4.09,344.48
-73.6,4.095,344.66
-73.6,4.1,344.86
-73.6,4.105,345.07
-73.6,4.11,344.99
-73.6,4.115,344.88
-73.6,4.12,344.78
-73.6,4.125,344.71
-73.6,4.13,344.66
-73.6,4.135,344.62
-73.6,4.14,344.60
-73.6,4.145,344.60
-73.6,4.15,344.62
-73.6,4.155,344.66
-73.6,4.16,344.71
-73.6,4.165,344.77
-73.6,4.17,344.85
-73.6,4.175,344.95
-73.6,4.18,345.05
-73.6,4.185,345.17
-73.6,4.19,345.30
-73.6,4.195,345.44
-73.6,4.2,345.58
-73.6,4.205,345.74
-73.6,4.21,345.90
-73.6,4.215,346.07
-73.6,4.22,346.24
-73.6,4.225,346.42
-73.6,4.23,346.60
-73.6,4.235,346.78
-73.6,4.24,346.97
-73.6,4.245,347.16
-73.6,4.25,347.35
-73.6,4.255,347.54
-73.6,4.26,347.73
-73.6,4.265,347.93
-73.6,4.27,348.12
-73.6,4.275,348.31
-73.6,4.28,348.50
-73.6,4.285,348.68
-73.6,4.29,348.87
-73.6,4.295,349.05
-73.595,3.8,349.70
-73.595,3.805,349.55
-73.595,3.81,349.41
-73.595,3.815,349.26
-73.595,3.82,349.10
-73.595,3.825,348.95
-73.595,3.83,348.79
-73.595,3.835,348.64
-73.595,3.84,348.48
-73.595,3.845,348.31
