LON,LAT,GAP
-73.6,3.8,342.06
-73.6,3.805,341.92
-73.6,3.81,341.77
-73.6,3.815,341.63
-73.6,3.82,341.50
-73.6,3.825,341.36
-73.6,3.83,341.23
-73.6,3.835,341.10
-73.6,3.84,340.97
-73.6,3.845,340.85
-73.6,3.85,340.73
-73.6,3.855,340.61
-73.6,3.86,340.50
-73.6,3.865,340.40
-73.6,3.87,340.30
-73.6,3.875,340.22
-73.6,3.88,340.13
-73.6,3.885,340.06
-73.6,3.89,340.00
-73.6,3.895,339.95
-73.6,3.9,339.91
-73.6,3.905,339.89
-73.6,3.91,339.88
-73.6,3.915,339.88
-73.6,3.92,339.91
-73.6,3.925,339.95
-73.6,3.93,340.01
-73.6,3.935,340.09
-73.6,3.94,340.19
-73.6,3.945,340.32
-73.6,3.95,340.48
-73.6,3.955,340.66
-73.6,3.96,340.87
-73.6,3.965,341.11
-73.6,3.97,341.39
-73.6,3.975,341.70
-73.6,3.98,341.83
-73.6,3.985,341.55
-73.6,3.99,341.28
-73.6,3.995,341.05
-73.6,4.0,340.74
-73.6,4.005,339.94
-73.6,4.01,339.13
-73.6,4.015,338.34
-73.6,4.02,337.55
-73.6,4.025,336.77
-73.6,4.03,336.01
-73.6,4.035,335.27
-73.6,4.04,334.56
-73.6,4.045,333.87
-73.6,4.05,333.21
-73.6,4.055,332.58
-73.6,4.06,331.99
-73.6,4.065,331.44
-73.6,4.07,330.93
-73.6,4.075,330.46
-73.6,4.08,330.03
-73.6,4.085,329.65
-73.6,4.09,329.32
-73.6,4.095,329.03
-73.6,4.1,328.78
-73.6,4.105,328.59
-73.6,4.11,328.43
-73.6,4.115,328.32
-73.6,4.12,328.26
-73.6,4.125,328.23
-73.6,4.13,328.24
-73.6,4.135,328.30
-73.6,4.14,328.38
-73.6,4.145,328.50
-73.6,4.15,328.66
-73.6,4.155,328.84
-73.6,4.16,329.05
-73.6,4.165,329.28
-73.6,4.17,329.54
-73.6,4.175,329.81
-73.6,4.18,330.11
-73.6,4.185,330.42
-73.6,4.19,330.75
-73.6,4.195,331.09
-73.6,4.2,331.44
-73.6,4.205,331.81
-73.6,4.21,332.18
-73.6,4.215,332.55
-73.6,4.22,332.93
-73.6,4.225,333.32
-73.6,4.23,333.71
-73.6,4.235,334.10
-73.6,4.24,334.49
-73.6,4.245,334.88
-73.6,4.25,335.27
-73.6,4.255,335.65
-73.6,4.26,336.04
-73.6,4.265,336.42
-73.6,4.27,336.80
-73.6,4.275,337.17
-73.6,4.28,337.54
-73.6,4.285,337.91
-73.6,4.29,338.27
-73.6,4.295,338.62
-73.595,3.8,341.79
-73.595,3.805,341.64
-73.595,3.81,341.49
-73.595,3.815,341.34
-73.595,3.82,341.19
-73.595,3.825,341.04
-73.595,3.83,340.90
-73.595,3.835,340.76
-73.595,3.84,340.62
-73.595,3.845,340.48
-73.595,3.85,340.35
-73.595,3.855,340.22
-73.595,3.86,340.10
-73.595,3.865,339.99
-73.595,3.87,339.88
-73.595,3.875,339.77
-73.595,3.88,339.68
-73.595,3.885,339.59
-73.595,3.89,339.52
-73.595,3.895,339.45
-73.595,3.9,339.40
-73.595,3.905,339.36
-73.595,3.91,339.33
-73.595,3.915,339.32
-73.595,3.92,339.33
-73.595,3.925,339.35
-73.595,3.93,339.40
-73.595,3.935,339.46
-73.595,3.94,339.55
-73.595,3.945,339.67
-73.595,3.95,339.81
-73.595,3.955,339.98
-73.595,3.96,340.19
-73.595,3.965,340.42
-73.595,3.97,340.69
-73.595,3.975,341.00
-73.595,3.98,341.34
-73.595,3.985,341.03
-73.595,3.99,340.74
-73.595,3.995,340.47
-73.595,4.0,340.23
-73.595,4.005,339.66
-73.595,4.01,338.81
-73.595,4.015,337.96
-73.595,4.02,337.13
-73.595,4.025,336.31
-73.595,4.03,335.50
-73.595,4.035,334.72
-73.595,4.04,333.96
-73.595,4.045,333.22
-73.595,4.05,332.53
-73.595,4.055,331.86
-73.595,4.06,331.24
-73.595,4.065,330.66
-73.595,4.07,330.12
-73.595,4.075,329.63
-73.595,4.08,329.18
-73.595,4.085,328.79
-73.595,4.09,328.44
-73.595,4.095,328.14
-73.595,4.1,327.89
-73.595,4.105,327.70
-73.595,4.11,327.55
-73.595,4.115,327.44
-73.595,4.12,327.38
-73.595,4.125,327.37
-73.595,4.13,327.40
-73.595,4.135,327.47
-73.595,4.14,327.57
-73.595,4.145,327.71
-73.595,4.15,327.89
-73.595,4.155,328.09
-73.595,4.16,328.32
-73.595,4.165,328.58
-73.595,4.17,328.86
-73.595,4.175,329.17
-73.595,4.18,329.49
-73.595,4.185,329.83
-73.595,4.19,330.18
-73.595,4.195,330.55
-73.595,4.2,330.93
-73.595,4.205,331.32
-73.595,4.21,331.71
-73.595,4.215,332.11
-73.595,4.22,332.52
-73.595,4.225,332.93
-73.595,4.23,333.34
-73.595,4.235,333.75
-73.595,4.24,334.16
-73.595,4.245,334.57
-73.595,4.25,334.98
-73.595,4.255,335.38
-73.595,4.26,335.78
-73.595,4.265,336.18
-73.595,4.27,336.58
-73.595,4.275,336.97
-73.595,4.28,337.35
-73.595,4.285,337.73
-73.595,4.29,338.10
-73.595,4.295,338.47
-73.59,3.8,341.52
-73.59,3.805,341.36
-73.59,3.81,341.20
-73.59,3.815,341.04
-73.59,3.82,340.88
-73.59,3.825,340.72
-73.59,3.83,340.57
-73.59,3.835,340.41
-73.59,3.84,340.26
-73.59,3.845,340.12
-73.59,3.85,339.97
-73.59,3.855,339.83
-73.59,3.86,339.69
-73.59,3.865,339.56
-73.59,3.87,339.44
-73.59,3.875,339.32
-73.59,3.88,339.21
-73.59,3.885,339.11
-73.59,3.89,339.02
-73.59,3.895,338.94
-73.59,3.9,338.87
-73.59,3.905,338.81
-73.59,3.91,338.77
-73.59,3.915,338.74
-73.59,3.92,338.73
-73.59,3.925,338.74
-73.59,3.93,338.77
-73.59,3.935,338.82
-73.59,3.94,338.89
-73.59,3.945,338.99
-73.59,3.95,339.12
-73.59,3.955,339.28
-73.59,3.96,339.47
-73.59,3.965,339.69
-73.59,3.97,339.96
-73.59,3.975,340.26
-73.59,3.98,340.60
-73.59,3.985,340.49
-73.59,3.99,340.17
-73.59,3.995,339.87
-73.59,4.0,339.60
-73.59,4.005,339.36
-73.59,4.01,338.48
-73.59,4.015,337.58
-73.59,4.02,336.70
-73.59,4.025,335.82
-73.59,4.03,334.97
-73.59,4.035,334.13
-73.59,4.04,333.32
-73.59,4.045,332.55
-73.59,4.05,331.81
-73.59,4.055,331.10
-73.59,4.06,330.44
-73.59,4.065,329.83
-73.59,4.07,329.26
-73.59,4.075,328.75
-73.59,4.08,328.28
-73.59,4.085,327.87
-73.59,4.09,327.51
-73.59,4.095,327.21
-73.59,4.1,326.96
-73.59,4.105,326.76
-73.59,4.11,326.61
-73.59,4.115,326.51
-73.59,4.12,326.47
-73.59,4.125,326.47
-73.59,4.13,326.51
-73.59,4.135,326.60
-73.59,4.14,326.72
-73.59,4.145,326.89
-73.59,4.15,327.09
-73.59,4.155,327.32
-73.59,4.16,327.58
-73.59,4.165,327.86
-73.59,4.17,328.17
-73.59,4.175,328.50
-73.59,4.18,328.85
-73.59,4.185,329.22
-73.59,4.19,329.60
-73.59,4.195,330.00
-73.59,4.2,330.41
-73.59,4.205,330.82
-73.59,4.21,331.24
-73.59,4.215,331.67
-73.59,4.22,332.10
-73.59,4.225,332.53
-73.59,4.23,332.96
-73.59,4.235,333.40
-73.59,4.24,333.83
-73.59,4.245,334.26
-73.59,4.25,334.69
-73.59,4.255,335.11
-73.59,4.26,335.53
-73.59,4.265,335.95
-73.59,4.27,336.36
-73.59,4.275,336.76
-73.59,4.28,337.16
-73.59,4.285,337.56
-73.59,4.29,337.94
-73.59,4.295,338.32
-73.585,3.8,341.25
-73.585,3.805,341.08
-73.585,3.81,340.91
-73.585,3.815,340.74
-73.585,3.82,340.57
-73.585,3.825,340.40
-73.585,3.83,340.24
-73.585,3.835,340.07
-73.585,3.84,339.91
-73.585,3.845,339.74
-73.585,3.85,339.59
-73.585,3.855,339.43
-73.585,3.86,339.28
-73.585,3.865,339.14
-73.585,3.87,339.00
